,Month,WeekOfMonth,DayOfWeek,Make,AccidentArea,DayOfWeekClaimed,MonthClaimed,WeekOfMonthClaimed,Sex,MaritalStatus,Age,Fault,PolicyType,VehicleCategory,VehiclePrice,Deductible,DriverRating,Days_Policy_Accident,Days_Policy_Claim,PastNumberOfClaims,AgeOfVehicle,AgeOfPolicyHolder,PoliceReportFiled,WitnessPresent,AgentType,NumberOfSuppliments,AddressChange_Claim,NumberOfCars,BasePolicy,FraudFound_P
4576,-0.09090909090909083,1.0,-0.6666666666666667,0,1,1.0,-0.8181818181818181,-1.0,1,1,0.25,1,0,0,-0.6,-0.5,-1.0,0.5,1.0,0.33333333333333326,0.7142857142857142,0.75,0,1,0,1.0,0.5,-1.0,0,0
5191,0.2727272727272727,1.0,0.33333333333333326,12,0,0.6666666666666665,-1.0,-0.5,1,2,-0.34375,0,1,0,-1.0,-0.5,0.9999999999999999,0.5,1.0,-0.33333333333333337,0.1428571428571428,0.25,0,0,0,-1.0,0.5,-1.0,1,0
8168,1.0,0.5,-1.0,12,1,-0.6666666666666667,1.0,0.5,1,2,-0.75,1,0,0,0.6000000000000001,-0.5,0.9999999999999999,0.5,1.0,-1.0,-0.4285714285714286,-0.25,0,0,0,0.33333333333333326,0.5,-1.0,0,0
3123,0.8181818181818183,0.5,-1.0,6,1,-1.0,0.6363636363636365,-0.5,1,1,-0.21875,1,1,0,-0.6,-0.5,-1.0,0.5,1.0,1.0,0.7142857142857142,0.25,0,0,0,0.33333333333333326,0.5,-1.0,1,0
5366,1.0,0.5,-0.33333333333333337,9,1,0.6666666666666665,1.0,0.5,0,1,-0.0625,0,2,1,-1.0,-0.5,0.33333333333333337,0.5,1.0,0.33333333333333326,0.7142857142857142,0.5,0,0,0,0.33333333333333326,0.5,-1.0,2,0
4276,-0.09090909090909083,0.5,0.0,12,1,0.6666666666666665,-0.09090909090909083,0.5,1,2,-0.84375,1,0,0,-1.0,-0.5,0.33333333333333337,0.5,1.0,-0.33333333333333337,-0.1428571428571429,-0.25,0,0,0,1.0,0.5,-1.0,0,0
14293,0.4545454545454546,-1.0,1.0,9,0,0.33333333333333326,0.4545454545454546,-0.5,1,1,-0.625,0,5,2,1.0,-0.5,0.9999999999999999,0.5,1.0,-0.33333333333333337,-0.1428571428571429,0.0,0,0,0,1.0,0.5,-1.0,0,0
3090,-1.0,0.0,1.0,6,1,1.0,0.4545454545454546,-1.0,1,1,0.03125,1,4,1,1.0,-0.5,-1.0,0.0,1.0,1.0,0.7142857142857142,0.5,0,0,0,1.0,0.5,-1.0,1,0
9413,-0.8181818181818181,-0.5,1.0,3,1,-1.0,-0.8181818181818181,-0.5,1,1,0.375,1,1,0,-0.6,-0.5,-1.0,0.5,1.0,1.0,0.7142857142857142,0.75,0,0,0,0.33333333333333326,0.5,-1.0,1,0
15395,0.6363636363636365,-0.5,0.0,17,1,-0.6666666666666667,-0.6363636363636364,-1.0,1,1,-0.40625,1,1,0,-0.6,-0.5,0.33333333333333337,1.0,1.0,-0.33333333333333337,0.4285714285714284,0.0,1,0,0,1.0,0.5,-1.0,1,0
9884,-0.6363636363636364,0.5,-0.6666666666666667,12,1,1.0,-0.2727272727272727,-1.0,1,1,-0.6875,1,1,0,-1.0,-0.5,0.9999999999999999,0.5,1.0,1.0,0.1428571428571428,0.0,0,0,0,-1.0,0.5,-1.0,1,0
5254,-0.2727272727272727,0.0,-0.33333333333333337,6,1,-1.0,-0.2727272727272727,0.5,1,2,-0.984375,0,1,0,1.0,-0.5,-0.33333333333333337,0.5,1.0,-1.0,1.0,-1.0,0,0,0,1.0,0.5,-1.0,1,0
1533,-0.2727272727272727,0.0,0.33333333333333326,16,1,0.33333333333333326,-0.2727272727272727,0.0,1,1,0.15625,0,2,1,-0.6,-0.5,-1.0,0.5,1.0,0.33333333333333326,0.7142857142857142,0.5,0,0,0,-0.33333333333333337,0.0,-0.5,2,0
8643,0.09090909090909083,0.0,-0.6666666666666667,12,1,0.33333333333333326,0.09090909090909083,0.5,1,1,-0.09375,0,0,0,-1.0,-0.5,0.9999999999999999,0.5,1.0,1.0,0.4285714285714284,0.25,0,0,0,-1.0,0.5,-1.0,0,0
2832,-0.8181818181818181,0.0,-1.0,0,1,1.0,-0.8181818181818181,1.0,1,1,0.0625,0,1,0,-0.6,-0.5,-0.33333333333333337,-0.5,-1.0,1.0,0.7142857142857142,0.5,0,0,0,1.0,0.5,-1.0,1,0
8270,1.0,0.5,-0.6666666666666667,12,0,0.6666666666666665,1.0,0.5,1,1,0.5,1,2,1,-0.19999999999999996,-0.5,0.33333333333333337,0.5,1.0,0.33333333333333326,0.7142857142857142,0.75,0,0,0,0.33333333333333326,0.5,-1.0,2,0
14162,0.4545454545454546,-0.5,0.0,12,1,0.6666666666666665,0.4545454545454546,0.0,1,1,0.21875,1,1,0,-1.0,-0.5,-0.33333333333333337,0.5,1.0,-0.33333333333333337,0.7142857142857142,0.5,0,0,0,1.0,0.5,-1.0,1,0
8748,-0.2727272727272727,-0.5,-1.0,9,1,-1.0,-0.2727272727272727,0.0,1,1,-0.28125,1,1,0,1.0,-0.5,0.9999999999999999,0.5,1.0,-0.33333333333333337,0.1428571428571428,0.25,0,0,0,0.33333333333333326,0.5,-1.0,1,0
12194,-0.6363636363636364,-0.5,-1.0,2,1,0.6666666666666665,-0.6363636363636364,-0.5,1,1,0.875,0,0,0,1.0,-0.5,0.33333333333333337,0.5,1.0,-0.33333333333333337,0.7142857142857142,1.0,0,0,0,-0.33333333333333337,-1.0,-1.0,0,0
14276,0.2727272727272727,0.5,0.33333333333333326,16,1,0.33333333333333326,0.2727272727272727,0.5,0,2,-0.59375,1,1,0,-1.0,-0.5,-1.0,0.5,1.0,1.0,0.1428571428571428,0.0,0,0,0,1.0,0.5,-1.0,1,0
1299,-1.0,-1.0,1.0,2,1,0.33333333333333326,-1.0,-0.5,1,1,0.0625,0,1,0,-1.0,-0.5,-0.33333333333333337,0.5,1.0,-1.0,0.4285714285714284,0.5,0,0,0,-0.33333333333333337,0.5,-1.0,1,0
6274,1.0,-0.5,-0.33333333333333337,1,1,0.6666666666666665,0.8181818181818183,-1.0,1,1,0.53125,1,1,0,-1.0,-0.5,0.33333333333333337,0.5,1.0,-0.33333333333333337,0.7142857142857142,0.75,0,0,0,-1.0,0.5,-1.0,1,0
5500,0.8181818181818183,-0.5,0.33333333333333326,16,1,0.33333333333333326,0.8181818181818183,-0.5,1,1,0.125,0,1,0,1.0,-0.5,0.33333333333333337,0.5,1.0,0.33333333333333326,0.7142857142857142,0.5,0,0,0,-1.0,0.5,-1.0,1,0
9489,-0.09090909090909083,-1.0,-0.33333333333333337,12,0,0.6666666666666665,-0.09090909090909083,-1.0,0,1,-0.15625,1,2,1,-0.6,-0.5,-1.0,0.5,1.0,1.0,0.4285714285714284,0.25,0,0,0,0.33333333333333326,0.5,-1.0,2,0
11012,-0.09090909090909083,0.5,-1.0,12,1,-1.0,-0.09090909090909083,1.0,1,1,-0.4375,0,1,0,-1.0,-0.5,0.33333333333333337,0.5,1.0,-1.0,0.4285714285714284,0.0,0,0,0,1.0,0.5,-1.0,1,0
12348,0.6363636363636365,-0.5,-1.0,0,1,-1.0,0.6363636363636365,0.5,1,1,-0.125,0,0,0,-1.0,-0.5,-1.0,0.5,1.0,1.0,0.4285714285714284,0.25,0,0,0,-0.33333333333333337,0.0,-0.5,0,0
1480,0.6363636363636365,0.5,0.33333333333333326,9,1,-1.0,0.6363636363636365,0.5,1,1,-0.0625,1,2,1,-1.0,-0.5,-1.0,0.5,1.0,-1.0,0.4285714285714284,0.5,0,0,0,-1.0,0.5,-1.0,2,0
1602,-0.2727272727272727,-0.5,0.33333333333333326,6,1,0.33333333333333326,-0.2727272727272727,-0.5,1,1,-0.375,1,0,0,-1.0,-0.5,-1.0,0.5,1.0,-1.0,0.4285714285714284,0.25,0,0,0,0.33333333333333326,0.5,-1.0,0,0
5092,-0.09090909090909083,0.0,-1.0,12,0,-1.0,-0.09090909090909083,0.5,1,1,0.125,0,0,0,0.6000000000000001,-0.5,-1.0,0.5,1.0,1.0,0.1428571428571428,0.5,0,0,0,1.0,0.5,-1.0,0,1
7068,-0.4545454545454546,-0.5,0.33333333333333326,6,1,0.33333333333333326,-0.4545454545454546,-0.5,1,1,0.03125,0,2,1,-0.6,1.0,0.9999999999999999,0.5,1.0,-0.33333333333333337,0.4285714285714284,0.5,0,0,0,1.0,0.5,-1.0,2,0
9506,0.8181818181818183,0.5,0.0,17,1,-0.6666666666666667,0.8181818181818183,0.5,1,1,0.03125,0,1,0,1.0,-0.5,-0.33333333333333337,0.5,1.0,1.0,0.1428571428571428,0.5,0,0,0,1.0,0.5,-1.0,1,0
3662,0.4545454545454546,0.0,-0.33333333333333337,16,1,0.6666666666666665,0.4545454545454546,0.0,1,1,0.09375,1,1,0,-1.0,-0.5,-1.0,0.5,1.0,0.33333333333333326,0.7142857142857142,0.5,0,0,0,1.0,0.5,-1.0,1,0
13383,0.8181818181818183,1.0,0.0,16,1,0.6666666666666665,-0.2727272727272727,0.5,1,2,-0.6875,0,0,0,-1.0,-0.5,0.33333333333333337,0.5,1.0,-1.0,0.1428571428571428,0.0,0,0,0,1.0,0.5,-1.0,0,0
4826,1.0,0.0,-1.0,2,1,1.0,1.0,0.5,0,1,-0.46875,0,2,1,-1.0,-0.5,-1.0,0.5,1.0,0.33333333333333326,-0.4285714285714286,0.0,0,0,0,1.0,0.5,-1.0,2,0
5681,-0.8181818181818181,-0.5,-0.33333333333333337,9,0,1.0,-0.8181818181818181,0.0,1,1,-0.0625,0,1,0,-0.6,-0.5,-0.33333333333333337,0.5,1.0,1.0,0.4285714285714284,0.5,0,0,0,1.0,0.5,-1.0,1,1
397,-0.8181818181818181,-0.5,-0.6666666666666667,16,1,0.33333333333333326,-0.8181818181818181,-0.5,1,1,-0.5625,0,2,1,-1.0,-0.5,-1.0,0.5,1.0,1.0,0.4285714285714284,0.0,0,0,0,1.0,0.5,-1.0,2,0
15414,0.6363636363636365,0.5,-1.0,2,1,-0.6666666666666667,0.6363636363636365,0.5,1,2,0.3125,1,1,0,-0.6,-0.5,0.9999999999999999,0.5,1.0,1.0,0.4285714285714284,0.75,0,0,0,-1.0,0.0,-0.5,1,0
2507,1.0,0.0,1.0,16,1,0.33333333333333326,1.0,0.0,1,2,-0.625,0,1,0,-1.0,-0.5,-0.33333333333333337,0.5,1.0,1.0,0.1428571428571428,0.0,0,0,1,1.0,0.5,-1.0,1,0
10141,0.09090909090909083,-1.0,0.0,6,1,0.6666666666666665,0.09090909090909083,-1.0,1,1,-0.3125,0,1,0,-1.0,-0.5,-0.33333333333333337,0.5,1.0,1.0,0.7142857142857142,0.25,0,0,0,1.0,0.5,-1.0,1,0
9452,-1.0,-0.5,0.6666666666666665,9,1,0.6666666666666665,0.4545454545454546,1.0,1,1,-0.0625,0,1,0,-0.6,-0.5,-1.0,0.5,1.0,-1.0,0.4285714285714284,0.5,0,0,0,1.0,0.5,-1.0,1,0
3011,0.8181818181818183,-1.0,0.0,5,1,1.0,0.8181818181818183,-1.0,1,1,0.5625,0,2,1,-0.19999999999999996,-0.5,-1.0,0.5,1.0,-0.33333333333333337,0.7142857142857142,1.0,0,0,0,1.0,0.5,-1.0,2,0
12144,0.8181818181818183,0.0,1.0,12,1,0.33333333333333326,0.8181818181818183,0.0,1,2,-0.34375,0,5,2,1.0,-0.5,-1.0,0.5,1.0,0.33333333333333326,0.4285714285714284,0.25,0,0,0,-0.33333333333333337,0.5,-1.0,0,0
723,0.6363636363636365,0.5,1.0,2,1,0.33333333333333326,0.6363636363636365,0.5,1,2,-0.4375,0,1,0,-1.0,-0.5,0.33333333333333337,0.5,1.0,-1.0,0.4285714285714284,0.0,0,0,0,0.33333333333333326,0.5,-1.0,1,0
300,-0.6363636363636364,1.0,0.33333333333333326,12,1,-0.6666666666666667,-0.2727272727272727,0.0,1,2,-0.84375,1,1,0,-1.0,-0.5,0.33333333333333337,0.5,1.0,-0.33333333333333337,-0.7142857142857143,-0.25,0,0,0,1.0,0.5,-1.0,1,0
12955,0.4545454545454546,-1.0,-0.6666666666666667,6,1,0.6666666666666665,0.4545454545454546,-1.0,0,2,-0.75,0,2,1,-1.0,-0.5,-1.0,0.5,1.0,-1.0,-1.0,-0.25,0,0,0,1.0,0.5,-1.0,2,0
12674,-0.09090909090909083,0.5,0.0,16,1,1.0,-0.09090909090909083,0.5,0,1,-0.34375,0,2,1,-1.0,-0.5,-1.0,0.5,1.0,-0.33333333333333337,0.4285714285714284,0.25,0,0,0,0.33333333333333326,0.5,-1.0,2,0
7329,0.2727272727272727,-0.5,-0.6666666666666667,9,1,-0.6666666666666667,0.2727272727272727,0.0,1,1,0.15625,0,0,0,1.0,-0.5,0.33333333333333337,0.5,1.0,1.0,0.7142857142857142,0.5,0,0,0,-1.0,0.0,-0.5,0,0
4186,0.09090909090909083,-1.0,0.33333333333333326,12,1,1.0,0.09090909090909083,-0.5,1,2,-0.84375,1,0,0,-1.0,-0.5,-0.33333333333333337,0.5,1.0,-0.33333333333333337,-0.1428571428571429,-0.25,0,0,0,1.0,-1.0,-1.0,0,0
15143,0.8181818181818183,0.5,0.0,16,1,-0.6666666666666667,0.8181818181818183,0.5,0,3,-0.6875,0,1,0,-1.0,-0.5,0.9999999999999999,0.5,1.0,-1.0,-0.4285714285714286,0.0,0,0,0,-1.0,0.5,-1.0,1,1
13869,0.4545454545454546,-0.5,0.6666666666666665,12,0,-1.0,0.4545454545454546,-0.5,1,1,-0.28125,1,0,0,0.6000000000000001,-0.5,0.9999999999999999,0.5,1.0,1.0,-0.1428571428571429,0.25,0,0,0,-0.33333333333333337,0.5,-1.0,0,0
12808,0.8181818181818183,0.0,-0.6666666666666667,2,1,-1.0,0.6363636363636365,0.5,0,2,-0.09375,0,2,1,1.0,-0.5,0.33333333333333337,0.5,1.0,0.33333333333333326,0.1428571428571428,0.25,0,0,0,1.0,0.5,-1.0,2,0
4583,0.09090909090909083,0.0,-0.6666666666666667,9,1,-0.6666666666666667,0.09090909090909083,0.5,1,1,0.28125,1,1,0,-1.0,-0.5,0.33333333333333337,0.5,1.0,-0.33333333333333337,0.7142857142857142,0.75,0,0,0,-1.0,0.5,-1.0,1,0
15019,0.09090909090909083,-1.0,-0.6666666666666667,9,1,0.33333333333333326,0.09090909090909083,0.0,1,1,-0.46875,0,1,0,-0.6,-0.5,-0.33333333333333337,0.5,1.0,1.0,0.1428571428571428,0.0,0,0,0,-1.0,0.5,-1.0,1,0
7368,-0.4545454545454546,0.0,-0.33333333333333337,12,1,1.0,0.2727272727272727,0.0,1,1,-0.6875,0,0,0,-1.0,-0.5,-0.33333333333333337,0.5,1.0,-0.33333333333333337,0.1428571428571428,0.0,0,0,0,0.33333333333333326,0.5,-1.0,0,0
9392,-0.8181818181818181,-1.0,0.6666666666666665,6,1,0.33333333333333326,-0.8181818181818181,-1.0,1,2,-0.6875,0,2,1,-1.0,-0.5,-1.0,0.5,1.0,-0.33333333333333337,-0.1428571428571429,0.0,0,0,0,1.0,0.5,-1.0,2,0
15104,0.8181818181818183,0.0,0.33333333333333326,5,1,1.0,0.6363636363636365,-1.0,1,1,-0.125,0,2,1,-0.6,-0.5,0.33333333333333337,0.5,1.0,0.33333333333333326,0.4285714285714284,0.25,0,0,0,1.0,0.5,-1.0,2,0
7434,-0.4545454545454546,-1.0,-1.0,5,0,-0.6666666666666667,-0.4545454545454546,-1.0,1,1,-0.59375,0,2,1,-0.19999999999999996,-0.5,0.33333333333333337,0.5,1.0,-0.33333333333333337,0.1428571428571428,0.0,0,0,0,0.33333333333333326,0.0,-0.5,2,0
13203,0.09090909090909083,1.0,1.0,2,1,-0.33333333333333337,-0.09090909090909083,-1.0,1,1,-0.3125,1,1,0,-1.0,-0.5,-0.33333333333333337,0.5,1.0,-0.33333333333333337,0.4285714285714284,0.25,0,0,0,0.33333333333333326,0.5,-1.0,1,0
6966,0.4545454545454546,-0.5,0.0,12,1,0.6666666666666665,0.4545454545454546,0.0,1,1,-0.0625,0,1,0,-1.0,-0.5,0.33333333333333337,0.5,1.0,1.0,0.7142857142857142,0.5,0,0,0,1.0,0.5,-1.0,1,0
1212,-0.8181818181818181,0.5,0.6666666666666665,6,1,0.6666666666666665,-0.8181818181818181,0.5,1,1,-0.09375,0,2,1,-0.6,-0.5,-1.0,0.5,1.0,0.33333333333333326,0.7142857142857142,0.25,0,0,0,1.0,0.5,-1.0,2,0
7056,-0.2727272727272727,-0.5,0.0,12,1,-0.6666666666666667,-0.2727272727272727,0.0,1,1,0.5,1,2,1,-0.6,-0.5,0.33333333333333337,0.5,1.0,1.0,0.7142857142857142,0.75,0,0,0,1.0,0.0,-0.5,2,0
8401,-0.2727272727272727,0.5,-0.33333333333333337,6,1,0.6666666666666665,-0.2727272727272727,0.5,1,1,-0.28125,1,1,0,-1.0,1.0,-1.0,0.5,1.0,-1.0,0.4285714285714284,0.25,0,0,1,0.33333333333333326,0.5,-1.0,1,0
12657,0.09090909090909083,-1.0,-0.6666666666666667,6,1,-0.6666666666666667,0.09090909090909083,-1.0,1,1,-0.09375,0,2,1,1.0,-0.5,0.9999999999999999,0.5,1.0,-1.0,0.4285714285714284,0.25,0,0,0,1.0,0.5,-1.0,2,0
11218,-0.09090909090909083,0.5,0.6666666666666665,9,1,0.6666666666666665,-0.09090909090909083,0.5,1,1,-0.46875,0,2,1,-1.0,-0.5,0.33333333333333337,0.5,1.0,-1.0,0.1428571428571428,0.0,0,0,0,1.0,0.5,-1.0,2,0
8881,1.0,-0.5,-1.0,12,1,1.0,1.0,0.0,1,1,-0.59375,0,0,0,-1.0,-0.5,0.9999999999999999,0.5,1.0,1.0,-0.4285714285714286,0.0,0,0,0,1.0,0.5,-1.0,0,0
11066,-0.8181818181818181,-1.0,0.6666666666666665,12,1,0.6666666666666665,-0.8181818181818181,-1.0,1,2,-0.5,1,1,0,-1.0,-0.5,-1.0,0.5,1.0,-1.0,0.1428571428571428,0.0,0,0,0,-1.0,0.5,-1.0,1,0
5428,0.2727272727272727,1.0,0.33333333333333326,16,1,0.33333333333333326,0.2727272727272727,1.0,1,1,-0.34375,1,1,0,-1.0,-0.5,0.9999999999999999,0.5,1.0,1.0,0.4285714285714284,0.25,0,0,0,1.0,0.5,-1.0,1,0
9710,0.2727272727272727,-0.5,0.6666666666666665,6,1,1.0,-1.0,-1.0,1,1,-0.53125,0,2,1,-1.0,-0.5,-0.33333333333333337,0.5,1.0,0.33333333333333326,0.4285714285714284,0.0,0,0,0,1.0,0.5,-1.0,2,0
13838,-0.4545454545454546,0.0,0.0,12,1,-1.0,-0.4545454545454546,0.5,1,1,-0.34375,1,1,0,-1.0,-0.5,0.9999999999999999,0.5,1.0,-1.0,0.7142857142857142,0.25,0,0,0,-1.0,0.5,-1.0,1,0
7217,0.8181818181818183,0.0,-0.33333333333333337,2,1,1.0,0.8181818181818183,0.0,1,2,-0.46875,1,0,0,-0.6,-0.5,0.9999999999999999,0.5,1.0,-1.0,0.1428571428571428,0.0,0,0,0,0.33333333333333326,0.5,-1.0,0,0
5995,-0.6363636363636364,-1.0,0.33333333333333326,6,1,-1.0,-0.6363636363636364,-1.0,1,1,-0.03125,0,0,0,-1.0,-0.5,-1.0,0.5,1.0,1.0,0.4285714285714284,0.5,0,0,0,1.0,0.5,-1.0,0,0
3768,1.0,0.5,1.0,6,1,0.33333333333333326,0.8181818181818183,-0.5,1,1,0.125,1,0,0,0.6000000000000001,-0.5,0.33333333333333337,0.5,1.0,-0.33333333333333337,0.4285714285714284,0.5,1,0,0,0.33333333333333326,0.5,-1.0,0,0
4273,-0.8181818181818181,0.0,-0.6666666666666667,12,1,0.6666666666666665,-0.8181818181818181,0.5,1,2,-0.84375,0,1,0,-1.0,-0.5,0.9999999999999999,0.5,1.0,-0.33333333333333337,-0.1428571428571429,-0.25,0,0,0,-1.0,0.5,-1.0,1,0
14917,0.4545454545454546,-1.0,0.6666666666666665,6,0,-0.6666666666666667,0.4545454545454546,1.0,1,2,-0.71875,0,1,0,-1.0,-0.5,-0.33333333333333337,0.5,1.0,-0.33333333333333337,-0.7142857142857143,-0.25,0,0,0,0.33333333333333326,0.5,-1.0,1,0
15297,0.6363636363636365,-1.0,-0.33333333333333337,2,1,1.0,0.6363636363636365,-0.5,1,1,-0.15625,1,1,0,-0.6,-0.5,-1.0,0.5,1.0,1.0,0.1428571428571428,0.25,0,0,0,0.33333333333333326,0.5,-1.0,1,0
786,-0.2727272727272727,0.5,0.0,6,1,-0.6666666666666667,-0.4545454545454546,-0.5,1,1,-0.75,0,2,1,-1.0,-0.5,-0.33333333333333337,0.5,1.0,0.33333333333333326,-0.1428571428571429,-0.25,0,0,0,1.0,0.5,-1.0,2,0
11355,-0.4545454545454546,0.5,1.0,16,0,1.0,-0.4545454545454546,0.5,1,2,-0.25,1,1,0,1.0,-0.5,0.9999999999999999,0.5,1.0,1.0,0.1428571428571428,0.25,0,0,0,-0.33333333333333337,0.5,-1.0,1,0
9503,0.09090909090909083,-0.5,-1.0,5,1,-1.0,0.09090909090909083,-0.5,1,1,0.0,1,0,0,-0.6,-0.5,-1.0,0.5,1.0,-1.0,0.7142857142857142,0.5,1,1,0,0.33333333333333326,0.5,-1.0,0,0
10606,0.2727272727272727,0.5,-0.6666666666666667,2,1,-0.6666666666666667,-1.0,-1.0,1,2,-0.59375,0,2,1,-0.19999999999999996,-0.5,0.33333333333333337,0.5,1.0,0.33333333333333326,0.4285714285714284,0.0,0,0,0,-1.0,0.5,-1.0,2,0
7854,0.09090909090909083,0.0,0.0,12,1,-0.6666666666666667,0.09090909090909083,0.5,1,1,0.25,1,2,1,-1.0,0.0,-0.33333333333333337,0.5,1.0,1.0,0.7142857142857142,0.75,0,0,0,1.0,-0.5,-0.5,2,0
13641,-1.0,-0.5,-1.0,9,1,-0.6666666666666667,-1.0,-0.5,0,2,-0.625,0,2,1,-1.0,-0.5,0.33333333333333337,0.5,1.0,-0.33333333333333337,-0.1428571428571429,0.0,0,0,0,1.0,0.5,-1.0,2,0
2906,-0.09090909090909083,1.0,0.0,6,1,0.6666666666666665,-0.8181818181818181,-1.0,0,1,-0.59375,0,2,1,-0.6,-0.5,-1.0,0.5,1.0,-1.0,-0.7142857142857143,0.0,0,0,0,0.33333333333333326,0.5,-1.0,2,0
4627,-1.0,-1.0,0.33333333333333326,6,0,1.0,-1.0,0.0,1,1,-0.5,1,1,0,-1.0,-0.5,0.9999999999999999,0.5,1.0,-0.33333333333333337,-0.4285714285714286,0.0,0,0,0,-1.0,0.5,-1.0,1,0
996,0.4545454545454546,0.0,-1.0,12,1,1.0,0.09090909090909083,-1.0,1,2,-0.71875,0,1,0,-1.0,-0.5,0.9999999999999999,0.5,1.0,-1.0,-0.1428571428571429,-0.25,0,0,0,-1.0,0.5,-1.0,1,0
11804,0.4545454545454546,-0.5,-0.6666666666666667,9,1,0.6666666666666665,0.4545454545454546,-0.5,0,1,-0.3125,0,2,1,-1.0,-0.5,-1.0,0.5,1.0,-0.33333333333333337,0.4285714285714284,0.25,0,0,0,0.33333333333333326,0.5,-1.0,2,0
14923,-0.8181818181818181,0.5,-0.33333333333333337,9,1,-0.6666666666666667,-0.8181818181818181,1.0,1,1,0.1875,0,1,0,-1.0,-0.5,-1.0,0.5,1.0,-0.33333333333333337,0.7142857142857142,0.5,0,0,0,1.0,0.5,-1.0,1,0
7247,0.09090909090909083,0.5,-0.33333333333333337,9,1,-0.33333333333333337,-0.09090909090909083,-1.0,1,1,-0.3125,0,5,2,1.0,-0.5,0.33333333333333337,0.5,1.0,-0.33333333333333337,0.4285714285714284,0.25,0,0,0,0.33333333333333326,0.5,-1.0,0,0
6251,0.8181818181818183,0.5,-1.0,2,1,0.6666666666666665,0.8181818181818183,0.5,1,1,-0.34375,0,5,2,1.0,-0.5,0.33333333333333337,0.5,1.0,-0.33333333333333337,0.4285714285714284,0.25,0,0,0,0.33333333333333326,0.5,-1.0,0,0
9374,0.4545454545454546,-1.0,1.0,16,1,0.33333333333333326,0.4545454545454546,-1.0,1,1,0.3125,1,2,1,-1.0,-0.5,-0.33333333333333337,0.5,1.0,-0.33333333333333337,0.4285714285714284,0.75,0,0,0,-0.33333333333333337,0.5,-1.0,2,0
8056,-0.8181818181818181,0.5,-0.6666666666666667,12,1,-0.6666666666666667,-0.8181818181818181,0.5,1,1,-0.75,0,2,1,-1.0,-0.5,0.33333333333333337,0.5,1.0,0.33333333333333326,-0.1428571428571429,-0.25,0,0,0,1.0,0.5,-1.0,2,0
14703,-0.6363636363636364,-0.5,1.0,12,1,1.0,-0.6363636363636364,-0.5,0,1,0.5625,0,2,1,-0.6,-0.5,-1.0,0.5,1.0,0.33333333333333326,0.7142857142857142,1.0,0,0,0,-0.33333333333333337,0.5,-1.0,2,0
5524,0.09090909090909083,0.5,0.0,9,0,0.33333333333333326,-0.09090909090909083,-1.0,1,1,0.0625,0,1,0,-0.19999999999999996,-0.5,-0.33333333333333337,0.5,1.0,0.33333333333333326,0.4285714285714284,0.5,0,0,0,0.33333333333333326,0.5,-1.0,1,0
14176,0.4545454545454546,0.0,0.33333333333333326,12,1,0.33333333333333326,0.4545454545454546,0.0,1,1,-0.28125,1,2,1,-1.0,-0.5,0.33333333333333337,0.5,1.0,-0.33333333333333337,0.4285714285714284,0.25,0,0,0,-0.33333333333333337,0.5,-1.0,2,0
7506,0.4545454545454546,-1.0,-0.6666666666666667,9,1,-0.6666666666666667,-0.09090909090909083,-0.5,1,1,0.5,0,2,1,1.0,-0.5,0.9999999999999999,0.5,1.0,-0.33333333333333337,0.4285714285714284,0.75,0,0,0,1.0,0.5,-1.0,2,0
156,-0.2727272727272727,1.0,-0.6666666666666667,9,1,0.33333333333333326,-0.4545454545454546,-1.0,1,1,-0.125,0,1,0,-0.19999999999999996,-0.5,-1.0,0.5,1.0,0.33333333333333326,0.7142857142857142,0.25,0,0,0,1.0,0.5,-1.0,1,0
10149,-0.4545454545454546,0.0,0.33333333333333326,12,1,-0.6666666666666667,-0.4545454545454546,0.0,1,1,0.65625,0,0,0,-1.0,0.0,-1.0,0.5,1.0,-0.33333333333333337,0.4285714285714284,1.0,0,0,0,0.33333333333333326,-0.5,-1.0,0,1
3086,0.4545454545454546,0.0,0.33333333333333326,6,1,0.33333333333333326,0.4545454545454546,0.0,1,2,-0.984375,0,2,1,1.0,-0.5,-0.33333333333333337,0.5,1.0,-0.33333333333333337,1.0,-1.0,0,0,0,1.0,0.5,-1.0,2,0
10910,0.09090909090909083,-1.0,-0.6666666666666667,6,1,0.33333333333333326,0.09090909090909083,0.0,1,2,-0.5,0,2,1,-0.6,-0.5,0.33333333333333337,0.5,1.0,-0.33333333333333337,0.1428571428571428,0.0,0,0,0,1.0,0.5,-1.0,2,0
1553,-0.09090909090909083,0.0,0.33333333333333326,16,1,-1.0,-0.09090909090909083,0.0,1,1,-0.34375,0,1,0,-0.6,-0.5,0.9999999999999999,0.5,1.0,-1.0,0.4285714285714284,0.25,0,0,0,0.33333333333333326,0.5,-1.0,1,0
9020,-1.0,-1.0,0.0,16,1,-0.6666666666666667,-1.0,-1.0,1,1,-0.46875,0,1,0,-1.0,-0.5,0.33333333333333337,0.5,1.0,-1.0,0.4285714285714284,0.0,0,0,0,1.0,0.5,0.0,1,0
9996,-0.4545454545454546,-0.5,0.33333333333333326,12,1,0.6666666666666665,-0.4545454545454546,0.0,1,2,-0.5625,0,1,0,-1.0,0.0,-0.33333333333333337,0.5,1.0,0.33333333333333326,0.1428571428571428,0.0,0,0,0,0.33333333333333326,-0.5,-0.5,1,1
