,FraudFound_P,Month,DayOfWeek,Make,DayOfWeekClaimed,MonthClaimed,MaritalStatus,PolicyType,VehicleCategory,VehiclePrice,Days_Policy_Accident,Days_Policy_Claim,PastNumberOfClaims,AgeOfVehicle,AgeOfPolicyHolder,NumberOfSuppliments,AddressChange_Claim,NumberOfCars,BasePolicy,AccidentArea,Sex,Fault,PoliceReportFiled,WitnessPresent,AgentType,WeekOfMonth,WeekOfMonthClaimed,Age,Deductible,DriverRating
1126,0,-1.0,0.33333333333333326,1.0,0.33333333333333326,-1.0,0.33333333333333326,-1.0,-1.0,1.0,0.5,1.0,-0.33333333333333337,-0.1428571428571429,-0.25,0.33333333333333326,0.5,-1.0,-1.0,1,1,0,0,0,0,-0.5,-0.5,-0.8125,-0.5,-0.9999999999999999
1127,0,-0.6363636363636364,-0.6666666666666667,0.0,0.6666666666666665,-0.6363636363636364,-0.33333333333333337,-1.0,-1.0,-1.0,0.5,1.0,-1.0,0.4285714285714284,0.25,1.0,0.5,-1.0,-1.0,1,1,1,1,0,0,-0.5,-0.5,-0.34375,-0.5,-0.9999999999999999
1128,0,-0.6363636363636364,-0.6666666666666667,0.4444444444444444,-0.6666666666666667,-0.6363636363636364,-0.33333333333333337,-0.5,0.0,-0.6,0.5,1.0,0.33333333333333326,0.7142857142857142,0.5,1.0,0.5,-1.0,1.0,1,1,0,0,0,0,-0.5,-0.5,0.09375,-0.5,-0.9999999999999999
1129,0,-0.6363636363636364,-0.33333333333333337,-0.4444444444444444,1.0,-0.6363636363636364,-0.33333333333333337,-1.0,-1.0,0.6000000000000001,0.5,1.0,-0.33333333333333337,0.4285714285714284,0.5,0.33333333333333326,0.5,-1.0,-1.0,1,0,0,0,0,0,-0.5,0.0,0.03125,-0.5,0.3333333333333335
1130,0,-0.6363636363636364,-1.0,0.8888888888888888,0.6666666666666665,-0.6363636363636364,-0.33333333333333337,-1.0,-1.0,1.0,0.5,1.0,0.33333333333333326,0.7142857142857142,0.75,1.0,0.5,-1.0,-1.0,1,1,0,0,0,0,-0.5,-0.5,0.34375,-0.5,-0.33333333333333326
1131,0,0.6363636363636365,1.0,0.4444444444444444,0.33333333333333326,-0.6363636363636364,-0.33333333333333337,-0.75,-1.0,-1.0,0.5,1.0,1.0,0.4285714285714284,0.25,-1.0,0.5,-1.0,0.0,1,0,0,0,0,0,1.0,-1.0,-0.15625,-0.5,0.3333333333333335
1132,0,0.6363636363636365,0.6666666666666665,0.8888888888888888,0.6666666666666665,0.6363636363636365,-0.33333333333333337,-1.0,-1.0,-1.0,0.5,1.0,-1.0,0.7142857142857142,0.75,1.0,0.5,-1.0,-1.0,0,1,0,0,0,0,1.0,1.0,0.46875,-0.5,-0.9999999999999999
1133,0,0.6363636363636365,1.0,0.8888888888888888,-1.0,0.6363636363636365,0.33333333333333326,-0.75,-1.0,-1.0,0.5,1.0,1.0,0.1428571428571428,0.0,1.0,0.5,-1.0,0.0,1,0,0,0,0,0,0.0,0.0,-0.4375,-0.5,1.0
1134,0,0.6363636363636365,-0.6666666666666667,0.4444444444444444,1.0,0.6363636363636365,-0.33333333333333337,-1.0,-1.0,-1.0,0.5,1.0,-1.0,-0.1428571428571429,0.0,1.0,0.0,-0.5,-1.0,1,1,0,0,0,0,0.0,0.5,-0.59375,-0.5,-0.9999999999999999
1135,0,0.8181818181818183,-1.0,0.4444444444444444,-1.0,0.8181818181818183,-0.33333333333333337,-1.0,-1.0,-0.6,0.5,1.0,-0.33333333333333337,0.4285714285714284,0.0,-0.33333333333333337,0.5,-1.0,-1.0,1,1,0,0,0,0,0.5,1.0,-0.4375,-0.5,-0.33333333333333326
1136,0,0.8181818181818183,0.33333333333333326,0.0,0.33333333333333326,0.8181818181818183,0.33333333333333326,-0.5,0.0,-1.0,0.5,1.0,-0.33333333333333337,0.1428571428571428,0.0,1.0,0.5,-1.0,1.0,1,1,0,0,0,0,0.0,0.5,-0.5,-0.5,0.3333333333333335
1137,0,0.8181818181818183,-0.33333333333333337,0.4444444444444444,-0.6666666666666667,0.8181818181818183,-0.33333333333333337,-0.5,0.0,-1.0,0.5,1.0,-1.0,0.4285714285714284,0.5,1.0,0.5,-1.0,1.0,1,0,0,0,0,0,-0.5,-0.5,0.21875,-0.5,0.3333333333333335
1138,0,1.0,1.0,0.4444444444444444,-1.0,1.0,-0.33333333333333337,-0.5,0.0,-1.0,0.5,1.0,0.33333333333333326,-0.1428571428571429,0.0,-0.33333333333333337,0.5,-1.0,1.0,1,1,0,0,0,0,0.0,0.0,-0.65625,-0.5,-0.9999999999999999
1139,0,1.0,-0.6666666666666667,0.4444444444444444,-0.6666666666666667,1.0,-0.33333333333333337,-0.5,0.0,-0.6,0.5,1.0,-0.33333333333333337,0.7142857142857142,0.5,0.33333333333333326,0.5,-1.0,1.0,1,1,0,0,0,0,-1.0,-1.0,-0.03125,-0.5,-0.33333333333333326
1140,0,-0.8181818181818181,-0.6666666666666667,-0.7777777777777778,0.6666666666666665,-0.8181818181818181,0.33333333333333326,-0.5,0.0,-1.0,0.5,1.0,-0.33333333333333337,-0.1428571428571429,-0.25,1.0,0.5,-1.0,1.0,1,1,0,0,0,0,1.0,1.0,-0.84375,-0.5,1.0
1141,0,-0.8181818181818181,1.0,-0.33333333333333337,0.6666666666666665,-0.8181818181818181,0.33333333333333326,-0.5,0.0,-0.6,0.5,1.0,-1.0,0.4285714285714284,0.25,1.0,0.5,-1.0,1.0,1,1,0,0,0,0,0.0,0.5,-0.28125,-0.5,0.3333333333333335
1142,0,-0.8181818181818181,0.0,-0.33333333333333337,0.33333333333333326,-0.8181818181818181,-0.33333333333333337,-1.0,-1.0,-1.0,0.5,1.0,1.0,0.7142857142857142,0.5,1.0,0.5,-1.0,-1.0,1,1,1,0,0,0,0.0,0.0,-0.03125,-0.5,-0.9999999999999999
1143,0,-0.4545454545454546,1.0,0.0,1.0,-0.4545454545454546,0.33333333333333326,-1.0,-1.0,-1.0,0.5,1.0,1.0,0.4285714285714284,0.0,0.33333333333333326,0.5,-1.0,-1.0,0,0,1,0,0,0,-0.5,-0.5,-0.46875,-0.5,-0.9999999999999999
1144,0,-0.8181818181818181,-0.6666666666666667,0.4444444444444444,-0.6666666666666667,-0.8181818181818181,-0.33333333333333337,-0.5,0.0,-1.0,0.5,1.0,-0.33333333333333337,0.4285714285714284,0.0,0.33333333333333326,0.5,-1.0,1.0,1,1,0,0,0,0,-1.0,-1.0,-0.4375,-0.5,-0.33333333333333326
1145,0,-0.8181818181818181,-0.6666666666666667,-0.33333333333333337,0.6666666666666665,-0.8181818181818181,-0.33333333333333337,-0.5,0.0,-1.0,0.5,1.0,-0.33333333333333337,0.4285714285714284,0.25,1.0,0.5,-1.0,1.0,1,1,0,0,0,0,-1.0,-0.5,-0.25,-0.5,-0.33333333333333326
1146,0,-0.09090909090909083,0.33333333333333326,-0.7777777777777778,0.33333333333333326,-0.8181818181818181,-0.33333333333333337,0.5,1.0,1.0,0.5,1.0,-0.33333333333333337,0.7142857142857142,0.25,-0.33333333333333337,0.5,-1.0,-1.0,1,1,0,0,0,0,1.0,-1.0,-0.25,-0.5,1.0
1147,1,-0.4545454545454546,0.33333333333333326,-0.33333333333333337,-0.6666666666666667,-0.4545454545454546,-0.33333333333333337,-0.75,-1.0,-0.6,0.5,1.0,-0.33333333333333337,0.1428571428571428,0.25,1.0,0.5,-1.0,0.0,1,1,0,0,0,0,-0.5,0.5,-0.1875,-0.5,0.3333333333333335
1148,0,-0.09090909090909083,-0.6666666666666667,0.8888888888888888,0.33333333333333326,-0.09090909090909083,-0.33333333333333337,-0.75,-1.0,-1.0,0.5,1.0,1.0,0.4285714285714284,0.0,-1.0,0.5,0.0,0.0,1,1,0,0,0,0,0.5,1.0,-0.53125,-0.5,-0.9999999999999999
1149,0,-0.09090909090909083,0.6666666666666665,-0.33333333333333337,1.0,-0.8181818181818181,0.33333333333333326,-1.0,-1.0,-1.0,0.5,1.0,1.0,-1.0,-0.5,-1.0,0.5,-1.0,-1.0,1,1,0,0,0,0,0.0,0.0,-0.875,-0.5,0.3333333333333335
1150,0,-0.09090909090909083,1.0,-0.33333333333333337,-1.0,-0.09090909090909083,-0.33333333333333337,-1.0,-1.0,-0.6,0.5,1.0,-1.0,0.7142857142857142,0.5,0.33333333333333326,0.5,-1.0,-1.0,1,1,0,0,0,0,-0.5,0.0,0.15625,-0.5,0.3333333333333335
1151,0,-0.09090909090909083,-0.6666666666666667,-0.7777777777777778,-0.6666666666666667,-0.09090909090909083,-0.33333333333333337,-0.5,0.0,-0.19999999999999996,0.5,1.0,-0.33333333333333337,0.4285714285714284,0.25,1.0,0.5,-1.0,1.0,1,1,0,0,0,0,-1.0,-1.0,-0.28125,-0.5,0.3333333333333335
1152,0,0.09090909090909083,0.33333333333333326,0.8888888888888888,-1.0,-0.09090909090909083,0.33333333333333326,-1.0,-1.0,-1.0,0.5,1.0,1.0,-0.1428571428571429,-0.25,1.0,0.5,-1.0,-1.0,1,0,0,0,0,0,1.0,0.0,-0.75,-0.5,-0.33333333333333326
1153,0,0.09090909090909083,1.0,0.0,-1.0,-0.09090909090909083,-0.33333333333333337,-1.0,-1.0,-1.0,0.5,1.0,-0.33333333333333337,0.7142857142857142,0.5,0.33333333333333326,0.5,-1.0,-1.0,1,1,0,0,0,0,1.0,-1.0,0.0625,-0.5,-0.9999999999999999
1154,0,0.09090909090909083,0.6666666666666665,0.4444444444444444,-0.6666666666666667,-0.09090909090909083,0.33333333333333326,-1.0,-1.0,0.6000000000000001,0.5,1.0,-1.0,-0.7142857142857143,-0.25,1.0,0.5,-1.0,-1.0,1,1,0,0,0,0,1.0,-1.0,-0.78125,-0.5,-0.33333333333333326
1155,0,1.0,0.6666666666666665,-0.7777777777777778,0.33333333333333326,0.8181818181818183,0.33333333333333326,-0.75,-1.0,-1.0,0.5,1.0,-1.0,0.1428571428571428,0.0,-0.33333333333333337,0.0,-0.5,0.0,1,1,0,0,0,0,0.5,-1.0,-0.4375,-0.5,-0.9999999999999999
1156,0,-0.6363636363636364,0.6666666666666665,0.0,0.6666666666666665,-0.6363636363636364,-0.33333333333333337,-0.75,-1.0,-1.0,0.5,1.0,-1.0,0.1428571428571428,0.0,0.33333333333333326,0.5,-1.0,0.0,1,1,0,0,0,1,-0.5,-0.5,-0.65625,-0.5,-0.33333333333333326
1157,0,-0.4545454545454546,-1.0,-0.33333333333333337,-0.33333333333333337,-0.4545454545454546,-0.33333333333333337,-0.75,-1.0,-1.0,0.5,1.0,-1.0,0.4285714285714284,0.5,0.33333333333333326,0.5,-1.0,0.0,1,1,0,0,0,0,-0.5,-0.5,0.21875,-0.5,1.0
1158,0,-0.4545454545454546,-1.0,-0.7777777777777778,0.6666666666666665,-0.4545454545454546,0.33333333333333326,-1.0,-1.0,1.0,0.5,1.0,-0.33333333333333337,0.4285714285714284,0.5,0.33333333333333326,0.5,-1.0,-1.0,1,1,0,0,0,0,-1.0,-0.5,0.15625,-0.5,0.3333333333333335
1159,0,-0.2727272727272727,0.6666666666666665,-0.7777777777777778,-0.6666666666666667,-0.4545454545454546,-0.33333333333333337,-0.75,-1.0,-0.6,0.5,1.0,-0.33333333333333337,0.7142857142857142,0.25,1.0,0.5,-1.0,0.0,0,1,0,0,0,0,-0.5,-0.5,-0.3125,-0.5,0.3333333333333335
1160,0,-0.4545454545454546,0.0,0.4444444444444444,-1.0,-0.4545454545454546,0.33333333333333326,-0.5,0.0,-0.6,0.5,1.0,0.33333333333333326,0.4285714285714284,0.0,0.33333333333333326,0.5,-1.0,1.0,1,1,1,0,0,0,-0.5,0.0,-0.65625,-0.5,-0.9999999999999999
1161,0,-0.4545454545454546,-0.33333333333333337,-0.7777777777777778,0.6666666666666665,-0.4545454545454546,-0.33333333333333337,-0.5,0.0,-0.19999999999999996,0.5,1.0,0.33333333333333326,0.7142857142857142,0.5,1.0,0.5,-1.0,1.0,1,1,0,0,0,0,0.5,1.0,0.15625,-0.5,-0.33333333333333326
1162,0,0.8181818181818183,0.0,-0.33333333333333337,0.33333333333333326,0.8181818181818183,-0.33333333333333337,-0.5,0.0,-1.0,0.5,1.0,-1.0,0.4285714285714284,0.25,1.0,0.5,-1.0,1.0,1,1,0,0,0,0,-1.0,0.0,-0.34375,-0.5,-0.9999999999999999
1163,0,0.2727272727272727,-0.6666666666666667,0.0,1.0,0.2727272727272727,-0.33333333333333337,-0.5,0.0,-1.0,0.0,-1.0,-1.0,0.4285714285714284,0.25,1.0,0.5,-1.0,1.0,1,1,0,0,0,0,-0.5,-0.5,-0.3125,-0.5,-0.33333333333333326
1164,0,0.2727272727272727,0.0,0.0,-0.6666666666666667,0.2727272727272727,-0.33333333333333337,-0.5,0.0,-1.0,0.5,1.0,0.33333333333333326,0.4285714285714284,0.25,0.33333333333333326,0.5,-1.0,1.0,1,0,0,0,0,0,-1.0,-0.5,-0.28125,-0.5,0.3333333333333335
1165,0,-1.0,1.0,0.8888888888888888,0.33333333333333326,-1.0,-0.33333333333333337,-1.0,-1.0,-1.0,0.5,1.0,-0.33333333333333337,0.4285714285714284,0.75,-0.33333333333333337,0.5,-1.0,-1.0,1,1,1,0,0,0,-1.0,-0.5,0.53125,-0.5,-0.9999999999999999
1166,0,-1.0,0.6666666666666665,0.4444444444444444,1.0,-1.0,0.33333333333333326,-0.75,-1.0,-1.0,0.5,1.0,1.0,0.4285714285714284,0.0,0.33333333333333326,0.5,-1.0,0.0,1,1,1,0,0,0,-0.5,-0.5,-0.5,-0.5,0.3333333333333335
1167,1,-0.4545454545454546,-1.0,0.8888888888888888,0.33333333333333326,-0.4545454545454546,-0.33333333333333337,-1.0,-1.0,-1.0,0.5,1.0,-1.0,0.1428571428571428,0.0,-0.33333333333333337,0.5,-1.0,-1.0,1,1,0,0,0,0,-0.5,0.0,-0.46875,-0.5,0.3333333333333335
1168,0,-1.0,-1.0,0.8888888888888888,0.6666666666666665,-1.0,-0.33333333333333337,-0.75,-1.0,0.6000000000000001,0.5,1.0,1.0,-0.1428571428571429,0.0,-0.33333333333333337,0.5,-1.0,0.0,1,0,0,0,0,0,-0.5,-0.5,-0.5625,-0.5,-0.9999999999999999
1169,0,0.2727272727272727,0.33333333333333326,-0.33333333333333337,-1.0,-1.0,0.33333333333333326,0.0,0.0,1.0,0.5,1.0,1.0,0.1428571428571428,-0.25,1.0,0.5,-1.0,0.0,1,0,1,0,0,0,0.5,-1.0,-0.78125,-0.5,-0.9999999999999999
1170,0,0.2727272727272727,1.0,-0.7777777777777778,0.33333333333333326,0.2727272727272727,-0.33333333333333337,-1.0,-1.0,-0.6,0.5,1.0,-0.33333333333333337,0.7142857142857142,0.5,1.0,0.5,-1.0,-1.0,1,1,0,0,0,0,0.5,0.5,0.21875,-0.5,-0.33333333333333326
1171,0,-0.6363636363636364,-0.6666666666666667,-0.7777777777777778,-1.0,-0.6363636363636364,0.33333333333333326,-0.75,-1.0,-1.0,0.5,1.0,-1.0,-0.1428571428571429,0.0,1.0,0.5,-1.0,0.0,1,1,0,0,0,0,-1.0,0.0,-0.40625,-0.5,1.0
1172,0,-1.0,1.0,0.8888888888888888,0.6666666666666665,0.4545454545454546,-0.33333333333333337,-0.5,0.0,-1.0,0.5,1.0,-0.33333333333333337,0.4285714285714284,0.25,0.33333333333333326,0.5,-1.0,1.0,0,1,0,0,0,0,0.5,-1.0,-0.21875,-0.5,1.0
1174,0,0.4545454545454546,-0.6666666666666667,0.4444444444444444,-1.0,0.09090909090909083,0.33333333333333326,-0.5,0.0,-1.0,0.5,1.0,0.33333333333333326,0.4285714285714284,0.25,1.0,0.5,-1.0,1.0,1,1,0,0,0,0,-0.5,-0.5,-0.15625,-0.5,-0.33333333333333326
1175,0,0.4545454545454546,-0.6666666666666667,0.8888888888888888,0.33333333333333326,0.09090909090909083,-0.33333333333333337,-0.75,-1.0,-1.0,0.5,1.0,-1.0,0.4285714285714284,0.25,1.0,0.5,-1.0,0.0,1,1,0,0,0,0,0.5,-1.0,-0.1875,-0.5,0.3333333333333335
1176,0,0.4545454545454546,-1.0,0.4444444444444444,0.6666666666666665,0.4545454545454546,-0.33333333333333337,-1.0,-1.0,-1.0,0.5,1.0,-1.0,0.7142857142857142,0.5,0.33333333333333326,0.0,-0.5,-1.0,0,1,0,0,0,0,0.0,0.5,0.125,-0.5,-0.33333333333333326
1177,0,0.09090909090909083,-0.33333333333333337,0.8888888888888888,-0.6666666666666667,0.09090909090909083,0.33333333333333326,-1.0,-1.0,-1.0,0.5,1.0,-0.33333333333333337,0.7142857142857142,0.25,0.33333333333333326,0.5,-1.0,-1.0,0,1,0,0,0,0,0.5,0.5,-0.15625,-0.5,1.0
1179,0,1.0,-0.33333333333333337,-0.33333333333333337,0.6666666666666665,1.0,-0.33333333333333337,0.0,0.0,1.0,0.5,1.0,1.0,-0.1428571428571429,0.5,1.0,0.5,-1.0,0.0,1,1,0,0,0,0,-0.5,-0.5,-0.03125,-0.5,-0.9999999999999999
1180,0,0.8181818181818183,-0.6666666666666667,0.4444444444444444,-0.6666666666666667,0.6363636363636365,0.33333333333333326,-0.5,0.0,-1.0,0.5,1.0,0.33333333333333326,0.4285714285714284,0.25,1.0,0.5,-1.0,1.0,1,1,0,0,0,0,-0.5,0.0,-0.125,-0.5,-0.33333333333333326
1181,0,0.8181818181818183,-0.6666666666666667,0.0,0.33333333333333326,-0.6363636363636364,-0.33333333333333337,-1.0,-1.0,-0.6,0.5,1.0,1.0,0.7142857142857142,1.0,1.0,0.5,-1.0,-1.0,1,1,0,0,0,0,-1.0,-1.0,0.75,-0.5,-0.33333333333333326
1182,1,-0.4545454545454546,-1.0,0.0,1.0,0.2727272727272727,0.33333333333333326,0.0,0.0,1.0,0.5,1.0,1.0,-0.1428571428571429,-0.5,0.33333333333333326,0.5,-1.0,0.0,1,1,0,0,0,0,-0.5,-1.0,-0.9375,-0.5,-0.33333333333333326
1183,0,-0.4545454545454546,-1.0,0.4444444444444444,-0.6666666666666667,-0.4545454545454546,-0.33333333333333337,-0.5,0.0,-0.6,0.5,1.0,-0.33333333333333337,0.4285714285714284,0.0,-0.33333333333333337,-1.0,-1.0,1.0,0,1,0,0,0,0,-0.5,0.0,-0.65625,-0.5,1.0
1184,0,0.6363636363636365,0.33333333333333326,-0.7777777777777778,-0.6666666666666667,0.6363636363636365,-0.33333333333333337,-1.0,-1.0,-0.6,0.5,1.0,1.0,0.7142857142857142,0.75,-0.33333333333333337,0.5,-1.0,-1.0,0,1,0,0,0,0,-1.0,-0.5,0.34375,-0.5,0.3333333333333335
1186,0,-1.0,0.33333333333333326,-0.4444444444444444,0.6666666666666665,-1.0,-0.33333333333333337,0.5,1.0,1.0,0.5,1.0,1.0,0.4285714285714284,0.0,-1.0,0.5,-1.0,-1.0,1,1,0,0,0,0,0.0,0.5,-0.6875,-0.5,1.0
1187,0,-1.0,1.0,-0.33333333333333337,-0.6666666666666667,-1.0,-0.33333333333333337,-1.0,-1.0,-0.6,0.5,1.0,1.0,0.7142857142857142,0.5,1.0,0.5,-1.0,-1.0,1,1,0,0,0,0,0.0,0.5,-0.03125,-0.5,1.0
1188,0,0.4545454545454546,-0.6666666666666667,0.8888888888888888,0.33333333333333326,0.09090909090909083,-0.33333333333333337,-1.0,-1.0,-1.0,0.5,1.0,-1.0,0.1428571428571428,0.0,1.0,0.5,-1.0,-1.0,1,1,0,0,0,0,0.5,-1.0,-0.625,-0.5,0.3333333333333335
1189,0,0.09090909090909083,0.0,1.0,-0.6666666666666667,0.09090909090909083,-0.33333333333333337,-1.0,-1.0,-0.6,0.5,1.0,1.0,0.1428571428571428,0.0,1.0,0.5,0.0,-1.0,0,1,1,0,0,0,0.5,0.5,-0.625,-0.5,-0.9999999999999999
1190,0,-0.09090909090909083,0.6666666666666665,-0.33333333333333337,-1.0,-0.09090909090909083,0.33333333333333326,-1.0,-1.0,0.6000000000000001,0.5,1.0,-1.0,-0.1428571428571429,-0.25,-1.0,0.5,-1.0,-1.0,1,1,0,0,0,0,0.0,0.5,-0.78125,-0.5,-0.33333333333333326
1191,1,-0.4545454545454546,-1.0,0.8888888888888888,-0.6666666666666667,-0.4545454545454546,-0.33333333333333337,-1.0,-1.0,-1.0,0.5,1.0,-1.0,0.7142857142857142,0.5,-1.0,0.5,-1.0,-1.0,1,1,0,0,0,0,-0.5,0.0,0.21875,-0.5,1.0
1192,0,-0.8181818181818181,0.33333333333333326,0.8888888888888888,-1.0,-0.8181818181818181,-0.33333333333333337,-1.0,-1.0,-1.0,0.5,1.0,1.0,0.1428571428571428,0.25,-0.33333333333333337,0.5,-1.0,-1.0,1,1,1,0,0,0,-1.0,-0.5,-0.09375,-0.5,-0.9999999999999999
1193,0,-0.8181818181818181,0.6666666666666665,0.0,-1.0,-0.8181818181818181,-0.33333333333333337,-0.5,0.0,-1.0,0.5,1.0,0.33333333333333326,0.1428571428571428,0.25,1.0,0.5,-1.0,1.0,1,0,0,0,0,0,-1.0,0.5,-0.28125,-0.5,1.0
1194,0,0.6363636363636365,-1.0,0.8888888888888888,-0.6666666666666667,0.6363636363636365,-1.0,-0.5,0.0,-0.6,0.5,1.0,-1.0,0.4285714285714284,0.25,0.33333333333333326,0.5,-1.0,1.0,1,1,0,0,0,0,-0.5,0.0,-0.125,-0.5,1.0
1195,0,0.6363636363636365,-1.0,0.0,-0.6666666666666667,0.6363636363636365,-0.33333333333333337,-0.5,0.0,-0.6,0.5,1.0,0.33333333333333326,0.4285714285714284,0.25,1.0,0.5,-1.0,1.0,1,0,0,0,0,0,-1.0,-1.0,-0.1875,-0.5,1.0
1196,0,0.6363636363636365,1.0,-0.4444444444444444,1.0,0.6363636363636365,-0.33333333333333337,-0.75,-1.0,-0.19999999999999996,0.5,1.0,-1.0,0.4285714285714284,1.0,0.33333333333333326,0.5,-1.0,0.0,1,1,0,0,0,0,0.0,0.0,0.5625,-0.5,-0.33333333333333326
1197,0,0.6363636363636365,-0.6666666666666667,0.4444444444444444,-0.6666666666666667,0.6363636363636365,0.33333333333333326,-0.5,0.0,-1.0,0.5,1.0,-0.33333333333333337,0.4285714285714284,0.0,0.33333333333333326,0.0,-0.5,1.0,1,1,0,0,0,0,0.0,0.0,-0.53125,-0.5,1.0
1198,0,0.6363636363636365,0.0,-0.7777777777777778,-0.6666666666666667,0.6363636363636365,-0.33333333333333337,-0.75,-1.0,-1.0,0.5,1.0,-1.0,0.4285714285714284,0.25,1.0,0.5,-1.0,0.0,1,1,0,0,0,0,0.0,0.0,-0.34375,-0.5,-0.9999999999999999
1199,1,-0.4545454545454546,-1.0,0.4444444444444444,-1.0,-0.4545454545454546,0.33333333333333326,-0.75,-1.0,-0.6,0.5,1.0,-1.0,0.1428571428571428,0.0,1.0,0.5,-1.0,0.0,0,1,0,0,0,0,-0.5,0.0,-0.5625,-0.5,0.3333333333333335
1200,0,-0.09090909090909083,0.6666666666666665,0.0,-1.0,1.0,-0.33333333333333337,-0.75,-1.0,-1.0,0.5,1.0,-0.33333333333333337,0.4285714285714284,0.25,0.33333333333333326,0.5,-1.0,0.0,1,1,0,0,0,0,0.5,-1.0,-0.28125,-0.5,-0.9999999999999999
1201,0,-0.09090909090909083,-0.6666666666666667,-0.33333333333333337,-0.6666666666666667,-0.09090909090909083,-0.33333333333333337,-0.5,0.0,-1.0,0.5,1.0,-1.0,0.4285714285714284,0.25,0.33333333333333326,0.5,-1.0,1.0,1,1,0,0,0,0,-0.5,-0.5,-0.1875,-0.5,0.3333333333333335
1202,0,0.09090909090909083,-0.6666666666666667,0.0,-0.6666666666666667,-0.09090909090909083,-0.33333333333333337,-0.5,0.0,-0.6,0.5,1.0,-0.33333333333333337,0.1428571428571428,0.0,-1.0,0.5,-1.0,1.0,1,1,0,0,0,0,-0.5,-1.0,-0.40625,-0.5,-0.9999999999999999
1203,0,-0.4545454545454546,-0.33333333333333337,-0.33333333333333337,0.6666666666666665,-0.4545454545454546,0.33333333333333326,-0.5,0.0,1.0,0.5,1.0,-0.33333333333333337,1.0,-1.0,1.0,0.5,-1.0,1.0,1,1,0,0,0,0,-0.5,0.0,-0.984375,-0.5,-0.33333333333333326
1204,0,-1.0,-0.6666666666666667,-0.7777777777777778,0.6666666666666665,-1.0,-0.33333333333333337,-0.5,0.0,1.0,0.5,1.0,1.0,0.4285714285714284,0.0,1.0,0.5,-1.0,1.0,1,1,1,0,0,0,0.0,0.0,-0.59375,-0.5,1.0
1205,0,-1.0,0.6666666666666665,0.4444444444444444,0.6666666666666665,-1.0,-0.33333333333333337,-0.5,0.0,-1.0,0.5,1.0,-0.33333333333333337,0.7142857142857142,0.5,1.0,0.5,-1.0,1.0,1,1,1,0,0,0,-0.5,0.0,0.0,-0.5,-0.9999999999999999
1206,0,-1.0,-0.6666666666666667,0.8888888888888888,0.6666666666666665,-1.0,0.33333333333333326,-0.5,0.0,-1.0,0.5,1.0,0.33333333333333326,-0.1428571428571429,-0.25,1.0,0.5,-1.0,1.0,1,1,0,0,0,0,-0.5,-0.5,-0.78125,-0.5,0.3333333333333335
1207,0,-1.0,1.0,0.4444444444444444,0.6666666666666665,-1.0,0.33333333333333326,-1.0,-1.0,0.6000000000000001,0.5,1.0,1.0,0.1428571428571428,0.0,1.0,0.5,-1.0,-1.0,1,0,0,0,0,0,-1.0,-0.5,-0.625,-0.5,0.3333333333333335
1208,0,0.2727272727272727,-1.0,0.0,0.33333333333333326,-1.0,0.33333333333333326,-0.75,-1.0,-1.0,0.5,1.0,1.0,-0.1428571428571429,0.0,1.0,0.5,-1.0,0.0,1,1,1,0,0,0,1.0,0.0,-0.5,-0.5,0.3333333333333335
1209,0,0.2727272727272727,0.6666666666666665,-0.6666666666666667,0.6666666666666665,-1.0,-0.33333333333333337,-0.5,0.0,-0.6,0.5,1.0,0.33333333333333326,0.4285714285714284,0.25,0.33333333333333326,0.5,-1.0,1.0,1,1,0,1,0,0,1.0,-0.5,-0.375,1.0,-0.33333333333333326
1210,0,0.8181818181818183,0.6666666666666665,0.8888888888888888,0.33333333333333326,0.6363636363636365,-0.33333333333333337,-0.5,0.0,-1.0,1.0,1.0,-0.33333333333333337,0.4285714285714284,0.0,1.0,0.5,-1.0,1.0,1,1,1,0,0,0,0.0,-1.0,-0.65625,-0.5,-0.9999999999999999
1211,0,1.0,1.0,-0.33333333333333337,1.0,1.0,-0.33333333333333337,-0.5,0.0,-1.0,0.5,1.0,-0.33333333333333337,0.1428571428571428,0.0,-1.0,0.5,-1.0,1.0,1,1,0,0,0,0,0.5,0.5,-0.4375,-0.5,1.0
1212,0,-0.8181818181818181,0.6666666666666665,-0.33333333333333337,0.6666666666666665,-0.8181818181818181,-0.33333333333333337,-0.5,0.0,-0.6,0.5,1.0,0.33333333333333326,0.7142857142857142,0.25,1.0,0.5,-1.0,1.0,1,1,0,0,0,0,0.5,0.5,-0.09375,-0.5,-0.9999999999999999
1213,0,-0.8181818181818181,-1.0,0.8888888888888888,-1.0,-0.8181818181818181,0.33333333333333326,-0.75,-1.0,-1.0,0.5,1.0,-0.33333333333333337,0.1428571428571428,0.0,-1.0,0.5,-1.0,0.0,1,1,0,0,0,0,-0.5,-0.5,-0.6875,-0.5,-0.9999999999999999
1214,0,-0.09090909090909083,-0.33333333333333337,0.4444444444444444,-0.6666666666666667,-0.8181818181818181,0.33333333333333326,-0.5,0.0,-1.0,0.5,1.0,-0.33333333333333337,-0.1428571428571429,-0.25,1.0,0.5,-1.0,1.0,1,1,0,0,0,0,1.0,-1.0,-0.8125,-0.5,-0.33333333333333326
